news_no,title,date,keyword,url,site
71,'겹악재' 속 내리막 타는 尹대통령 지지율,3월 27일,69시간근무제,./articles/CBMiPmh0dHBzOi8vd3d3LnNpc2Fqb3VybmFsLmNvbS9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MjU5NjQw0gEA?hl=ko&gl=KR&ceid=KR%3Ako,구글
72,김기문 회장 “주 52시간 개선안 충분치 않아…日처럼 월 100시간 연장 검토해야” - 서울경제,3월 6일,69시간근무제,./articles/CBMiK2h0dHBzOi8vd3d3LnNlZGFpbHkuY29tL05ld3NWaWV3LzI5TVg3U0pUTTLSASxodHRwczovL20uc2VkYWlseS5jb20vTmV3c1ZpZXdBbXAvMjlNWDdTSlRNMg?hl=ko&gl=KR&ceid=KR%3Ako,구글
73,주 52시간 대수술… 최대 69시간 일하고 '안식월'도 가능[근로시간 ...,3월 6일,69시간근무제,./articles/CBMijwFodHRwczovL3d3dy5idXNhbi5jb20vdmlldy9idXNhbi92aWV3LnBocD9jb2RlPTIwMjMwMzA2MTgzNDUzOTM4NzQmcmVjQ29kZT1qSEltWVpOdSZpbnZlbkNvZGU9aFFLcVlESGwmcGFnZVNlcT0zNDdiZjQwZDYxM2Y1MDU5YTMyMWIxMGJlMzg2ZmE2YdIBAA?hl=ko&gl=KR&ceid=KR%3Ako,구글
74,"박홍근 ""尹 방일, 무능·굴욕 외교 조금이라도 만회하길""",3월 16일,69시간근무제,./articles/CBMiQWh0dHBzOi8vd3d3Lm5ld3NmcmVlem9uZS5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89NDUyMjQ20gEA?hl=ko&gl=KR&ceid=KR%3Ako,구글
75,줄여서 주 60시간이요? 엄마 나 오늘도 늦어…^^ 퇴사 아니 퇴근하고 싶어지는 영상,3월 17일,69시간근무제,./articles/CBMiOmh0dHBzOi8vbmV3cy5zYnMuY28ua3IvbmV3cy9lbmRQYWdlLmRvP25ld3NfaWQ9TjEwMDcxMTgzNTbSATdodHRwczovL25ld3Muc2JzLmNvLmtyL2FtcC9uZXdzLmFtcD9uZXdzX2lkPU4xMDA3MTE4MzU2?hl=ko&gl=KR&ceid=KR%3Ako,구글
76,MZ세대는 '하루 4시간 주 4일제' 원하는데...정부는 '최대 69시간' 근무 ...,3월 6일,69시간근무제,./articles/CBMiP2h0dHBzOi8vd3d3LmstdHJlbmR5bmV3cy5jb20vbmV3cy9hcnRpY2xlVmlldy5odG1sP2lkeG5vPTE1MjQ5OdIBAA?hl=ko&gl=KR&ceid=KR%3Ako,구글
77,"尹 강조한 노동개혁법 … 與, 노조 눈치에 발의도 못해",6일 전,69시간근무제,./articles/CBMiM2h0dHBzOi8vd3d3Lm1rLmNvLmtyL3RvZGF5LXBhcGVyL3ZpZXcvMjAyMy81NDE2NzQ4L9IBAA?hl=ko&gl=KR&ceid=KR%3Ako,구글
78,“시한폭탄 '인구 위기' 정부만 믿지 말고 기업이 나서야 해요”,6일 전,69시간근무제,./articles/CBMiQGh0dHBzOi8vd3d3LmhhbmkuY28ua3IvYXJ0aS9lY29ub215L2Vjb25vbXlfZ2VuZXJhbC8xMDg1NzY4Lmh0bWzSAQA?hl=ko&gl=KR&ceid=KR%3Ako,구글
79,"영국, 주 4일제 미리 해보니…참여 기업 92%가 '긍정'",3월 16일,69시간근무제,./articles/CBMiQWh0dHBzOi8vd3d3LmRpZ2l0YWx0b2RheS5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89NDcxOTk30gEA?hl=ko&gl=KR&ceid=KR%3Ako,구글
80,[아침신문 솎아보기] ‘외교 족쇄’ ‘굴욕’ 비판 봇물 속 ‘대승적 선택’이라는 신문은,3월 7일,69시간근무제,./articles/CBMiPmh0dHA6Ly93d3cubWVkaWF0b2RheS5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MzA4ODY10gFBaHR0cDovL3d3dy5tZWRpYXRvZGF5LmNvLmtyL25ld3MvYXJ0aWNsZVZpZXdBbXAuaHRtbD9pZHhubz0zMDg4NjU?hl=ko&gl=KR&ceid=KR%3Ako,구글
81,"'지지율' 신경 안 쓴다는 尹대통령, 與는 '좌불안석'?",3월 21일,69시간근무제,./articles/CBMiPmh0dHBzOi8vd3d3LnNpc2Fqb3VybmFsLmNvbS9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MjU5MjUx0gEA?hl=ko&gl=KR&ceid=KR%3Ako,구글
82,"[나이트포커스] 여야, 내일 대정부질문 격돌...윤 대통령 민생 행보",3일 전,69시간근무제,./articles/CBMiMWh0dHBzOi8vd3d3Lnl0bi5jby5rci9fbG4vMDEwMV8yMDIzMDQwMjIzMjUxNTA2ODHSAQA?hl=ko&gl=KR&ceid=KR%3Ako,구글
83,윤석열정부 3연타 헛발질 책임론,3월 27일,69시간근무제,./articles/CBMiNGh0dHBzOi8vaWx5b3Npc2EuY28ua3IvbW9iaWxlL2FydGljbGUuaHRtbD9ubz0yMzg3OTfSAQA?hl=ko&gl=KR&ceid=KR%3Ako,구글
84,민주당 “일 총리와 폭탄주 말아 마신 것이 외교 성과냐” 맹공,3월 19일,69시간근무제,./articles/CBMiLGh0dHBzOi8vbS5raGFuLmNvLmtyL2FydGljbGUvMjAyMzAzMTkxNTQxMDAx0gFLaHR0cHM6Ly9tLmtoYW4uY28ua3IvcG9saXRpY3MvZGVmZW5zZS1kaXBsb21hY3kvYXJ0aWNsZS8yMDIzMDMxOTE1NDEwMDEvYW1w?hl=ko&gl=KR&ceid=KR%3Ako,구글
85,"""윤석열 심판"" 민주노총 1만8천명 집회…도심 정체 극심",3월 25일,69시간근무제,./articles/CBMiSWh0dHA6Ly9uZXdzLnR2Y2hvc3VuLmNvbS9zaXRlL2RhdGEvaHRtbF9kaXIvMjAyMy8wMy8yNS8yMDIzMDMyNTkwMDA1Lmh0bWzSAUlodHRwOi8vbmV3cy50dmNob3N1bi5jb20vbW9iaWxlL3N2Yy9hcnRpY2xlLmFtcC5odG1sP2NvbnRpZD0yMDIzMDMyNTkwMDA1?hl=ko&gl=KR&ceid=KR%3Ako,구글
86,[기자의눈]지지율 난투에 MZ 찾는 여야…'천원 아침밥'으로 청년표 잡을까 - 뉴스1,2일 전,69시간근무제,./articles/CBMiJmh0dHBzOi8vd3d3Lm5ld3MxLmtyL2FydGljbGVzLz81MDAxOTUx0gEqaHR0cHM6Ly93d3cubmV3czEua3IvYW1wL2FydGljbGVzLz81MDAxOTUx?hl=ko&gl=KR&ceid=KR%3Ako,구글
87,정부 ‘주 69시간 근무제’ 방안에 노동계 “이러니 애를 안 낳지”,2월 27일,69시간근무제,./articles/CBMiO2h0dHBzOi8vd3d3LnNlb3VsLmNvLmtyL25ld3MvbmV3c1ZpZXcucGhwP2lkPTIwMjMwMjI3NTAwMTY00gEsaHR0cHM6Ly9hbXAuc2VvdWwuY28ua3Ivc2VvdWwvMjAyMzAyMjc1MDAxNjQ?hl=ko&gl=KR&ceid=KR%3Ako,구글
88,"'지지율 고심' 김기현 지도부, MZ세대와 소통 강화",3월 27일,69시간근무제,./articles/CBMiQWh0dHBzOi8vbS5kbmV3cy5jby5rci9tX2hvbWUvdmlldy5qc3A_aWR4bm89MjAyMzAzMjcxNDU3MDAxODEwOTk10gEA?hl=ko&gl=KR&ceid=KR%3Ako,구글
89,"조선일보 “외교 조약도 통제, 헌법 위의 민주당”",3일 전,69시간근무제,./articles/CBMiPmh0dHA6Ly93d3cubWVkaWF0b2RheS5jby5rci9uZXdzL2FydGljbGVWaWV3Lmh0bWw_aWR4bm89MzA5Mzcw0gFBaHR0cDovL3d3dy5tZWRpYXRvZGF5LmNvLmtyL25ld3MvYXJ0aWNsZVZpZXdBbXAuaHRtbD9pZHhubz0zMDkzNzA?hl=ko&gl=KR&ceid=KR%3Ako,구글
90,20代 환심사려… 與 “1000원 아침밥” 野 “주 4.5일제” - 조선일보,3월 22일,69시간근무제,./articles/CBMiRmh0dHBzOi8vd3d3LmNob3N1bi5jb20vcG9saXRpY3MvMjAyMy8wMy8yMi9KT0dDVVUzSFdSQ05SSVg3N1BOS1lLWjZGQS_SAVVodHRwczovL3d3dy5jaG9zdW4uY29tL3BvbGl0aWNzLzIwMjMvMDMvMjIvSk9HQ1VVM0hXUkNOUklYNzdQTktZS1o2RkEvP291dHB1dFR5cGU9YW1w?hl=ko&gl=KR&ceid=KR%3Ako,구글
91,근로시간 ‘1주 52시간→최대 69시간’ 바뀌나 : 노동 : 사회 : 뉴스,11월 17일,69시간근무제,./articles/CBMiNmh0dHBzOi8vd3d3LmhhbmkuY28ua3IvYXJ0aS9zb2NpZXR5L2xhYm9yLzEwNjc3NDUuaHRtbNIBAA?hl=ko&gl=KR&ceid=KR%3Ako,구글
92,[구정우칼럼] 요즘 세대가 바라는 새로운 권위,3일 전,69시간근무제,./articles/CBMiJ2h0dHBzOi8vbS5zZWd5ZS5jb20vdmlldy8yMDIzMDQwMjUxMjM4N9IBKmh0dHBzOi8vbS5zZWd5ZS5jb20vYW1wVmlldy8yMDIzMDQwMjUxMjM4Nw?hl=ko&gl=KR&ceid=KR%3Ako,구글
93,“연장근로 몰아서 쓰면 최대 주69시간 근무 가능”,12월 13일,69시간근무제,./articles/CBMiQ2h0dHBzOi8vd3d3LmRvbmdhLmNvbS9uZXdzL1NvY2lldHkvYXJ0aWNsZS9hbGwvMjAyMjEyMTMvMTE2OTY4MjAyLzHSATdodHRwczovL3d3dy5kb25nYS5jb20vbmV3cy9hbXAvYWxsLzIwMjIxMjEzLzExNjk2ODIwMi8x?hl=ko&gl=KR&ceid=KR%3Ako,구글
94,‘주 단위’ 노동시간 허문다…‘주69시간 허용’ 윤 정부 노동정책 권고,12월 12일,69시간근무제,./articles/CBMiLGh0dHBzOi8vbS5raGFuLmNvLmtyL2FydGljbGUvMjAyMjEyMTIxNTI0MDAx0gE_aHR0cHM6Ly9tLmtoYW4uY28ua3IvbmF0aW9uYWwvbGFib3IvYXJ0aWNsZS8yMDIyMTIxMjE1MjQwMDEvYW1w?hl=ko&gl=KR&ceid=KR%3Ako,구글
95,"'한일회담'부터 '69시간 근로'까지…여야, 국회 상임위 곳곳 충돌 - 뉴스1",3월 21일,69시간근무제,./articles/CBMiJmh0dHBzOi8vd3d3Lm5ld3MxLmtyL2FydGljbGVzLz80OTg4ODU00gEqaHR0cHM6Ly93d3cubmV3czEua3IvYW1wL2FydGljbGVzLz80OTg4ODU0?hl=ko&gl=KR&ceid=KR%3Ako,구글
96,"'주 69시간' 반발에 노동부 장관 ""장시간 근로 감독"" 지시",2023.03.27,69시간근무제,https://www.pressian.com/pages/articles/2023032713293175846?utm_source=naver&utm_medium=search,네이버
97,‘주 최대 69시간 근무 실상’ 그린 드라마에 누리꾼 “정부에 틀어줘라”,2023.03.27,69시간근무제,http://www.segye.com/content/html/2023/03/27/20230327506899.html?OutUrl=naver,네이버
98,주 69시간 논란이 남긴 교훈 [취재수첩],2023.03.26,69시간근무제,https://www.mk.co.kr/article/10685965,네이버
99,"69시간 근무제 지적한 '건강권 전문가', 사임한 사실 뒤늦게 밝혀졌다",2023.03.30,69시간근무제,https://www.wikitree.co.kr/articles/841025,네이버
100,"""69시간 근무 지속 불가능…노사간 자율성 존중해 개선""",2023.03.23,69시간근무제,http://www.newsis.com/view/?id=NISX20230323_0002238113&cID=10433&pID=13000,네이버
101,"尹대통령, '주69시간 근무제' 재검토 지시",2023.03.14,69시간근무제,https://www.pressian.com/pages/articles/2023031411472909723?utm_source=naver&utm_medium=search,네이버
102,"과로사 유가족이 본 '주69시간' ""자기 자식 일이라면 이랬을까""",2023.03.28,69시간근무제,https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002913948&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,네이버
103,"부산 청년단체 ""69시간 노동 허용, 정부가 산업재해 조장하는 것""",2023.03.27,69시간근무제,http://www.newsis.com/view/?id=NISX20230327_0002242116&cID=10811&pID=10800,네이버
104,‘주 69시간 근무 논란’ 조명한 CNN “일에 지친 사람들 과로로 사망”,2023.03.20,69시간근무제,https://biz.chosun.com/international/international_economy/2023/03/20/TXULX5N65NDZFK64FPENQKHMS4/?utm_source=naver&utm_medium=original&utm_campaign=biz,네이버
105,주69시간 하자면서 “난 칼퇴”…중앙노동위원장의 노동 시간은?,2023.03.28,69시간근무제,https://www.hani.co.kr/arti/society/labor/1085421.html,네이버
106,"박홍근 “주 69시간은 ‘살인 근무제’…尹정부, 원점에서 재검토하길”",2023.03.16,69시간근무제,https://biz.chosun.com/policy/politics/2023/03/16/7XCJHG2T6FGETCANTENQY4BKXY/?utm_source=naver&utm_medium=original&utm_campaign=biz,네이버
107,한국은 주 69시간 논란인데… 주 4일제 속도내는 칠레·호주,2023.03.23,69시간근무제,https://www.seoul.co.kr/news/newsView.php?id=20230323500215&wlog_tag3=naver,네이버
108,'과로 장려' 노동부·'파괴 승인' 환경부?...비판 커져,2023.03.26,69시간근무제,https://www.ytn.co.kr/_ln/0103_202303260512162153,네이버
109,"주69시간? 직장인들 ""주37시간 일하고 싶어""",2023.03.20,69시간근무제,http://www.inews24.com/view/1576958,네이버
110,"'야근, 야근…병원, 기절' 너덜트의 속 시원한 풍자[어텐션 뉴스]",2023.03.27,69시간근무제,https://www.nocutnews.co.kr/news/5916750,네이버
111,尹 지지율 2%p 하락한 35%…주 69시간 근로 반대 54%[NBS],2023.03.16,69시간근무제,http://www.newsis.com/view/?id=NISX20230316_0002229117&cID=10301&pID=10300,네이버
112,"尹 '주 69시간 근무제' 백지화 움직임에 경영계 불만…""노동개혁 추진해야""",2023.03.15,69시간근무제,http://www.inews24.com/view/1575572,네이버
113,"尹 대통령 ""주69시간 근무제 재검토하라…MZ의견 청취""",2023.03.14,69시간근무제,http://news.tvchosun.com/site/data/html_dir/2023/03/14/2023031490084.html,네이버
114,"대통령실 ""주60시간, 尹 가이드라인아냐…의견 수렴할 것""(종합)",2023.03.20,69시간근무제,https://www.news1.kr/articles/4987650,네이버
115,"이재명 ""NO! 주 69시간""…민주, 주4.5일제로 '맞불'",2023.03.21,69시간근무제,https://www.hankyung.com/politics/article/2023032132947,네이버
116,"박홍근 ""주 69시간제는 살인근무제... 원점 재검토해야""",2023.03.16,69시간근무제,https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002910517&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,네이버
117,'주 최대 69시간 근무제' 보완 재검토…尹 대통령 지시,2023.03.14,69시간근무제,https://www.ddaily.co.kr/news/article.html?no=259280,네이버
118,"'주 69시간제' 설득 나섰지만... MZ 노조 ""노동시간 확대 안 돼""",2023.03.24,69시간근무제,https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002913015&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,네이버
119,"[집중진단] 계속되는 69시간 잡음, 본질은 무엇인가",2023.03.27,69시간근무제,https://biz.sbs.co.kr/article_hub/20000110157?division=NAVER,네이버
120,외신도 주목한 ‘69시간 근무제’…韓 ‘일중독·과로사’ 지적,2023.03.23,69시간근무제,https://www.ekn.kr/web/view.php?key=20230323010005714,네이버
121,"민주당 '주 4.5일 근무제법' 발의…""근로시간 단축비용 전액 지원""",2023.03.30,69시간근무제,http://news.mt.co.kr/mtview.php?no=2023033009461455562,네이버
122,"한국 노동자 ""Kwarosa"" 위기? '주 69시간 근무제' 주목한 호주 언론",2023.03.14,69시간근무제,http://www.ikbc.co.kr/article/view/kbc202303140043,네이버
123,"[취재파일] 혼돈의 69시간 근로제…5개월 논의, 3개월 다듬기, 8일 만에 재검토?",2023.03.20,69시간근무제,https://news.sbs.co.kr/news/endPage.do?news_id=N1007120546&plink=ORI&cooper=NAVER,네이버
124,재검토 들어간 ‘주 69시간 근무제’…“있는 연차도 5일 못 쓰는데”,2023.03.19,69시간근무제,http://www.ichannela.com/news/main/news_detailPage.do?publishId=000000339469,네이버
125,'69시간' 논란 속 눈에 띄는 '주4일제' 대구경북 기업,2023.03.28,69시간근무제,https://www.yeongnam.com/web/view.php?key=20230328010003660,네이버
126,"""주 69시간과 주 129시간 비교하라"" 주장 맞나",2023.03.24,69시간근무제,http://www.labortoday.co.kr/news/articleView.html?idxno=214150,네이버
127,"[속보] 임이자 “尹 주 69시간 근무제, ‘가짜뉴스’와 소통 부족으로 오해 불러”",2023.03.16,69시간근무제,http://www.dt.co.kr/contents.html?article_no=2023031602109958079006&ref=naver,네이버
128,"尹, 주69시간 근무제 관련 ""MZ세대 의견 청취해 보완점 검토""(종합)",2023.03.14,69시간근무제,http://www.newsis.com/view/?id=NISX20230314_0002226019&cID=10301&pID=10300,네이버
129,이준석 “주69시간엔 자본가의 생각 반영”…‘장외 정치’ 시동,2023.03.19,69시간근무제,https://www.hani.co.kr/arti/politics/politics_general/1084223.html,네이버
130,與 “주 최대 69시간→64시간”…근로시간 상한선 하향 검토,2023.03.15,69시간근무제,https://www.donga.com/news/Society/article/all/20230315/118350435/1,네이버
131,주 69시간 근무제라는 탁상공론 vs. 청년 노동자가 말하는 현실,2023.03.27,69시간근무제,https://slownews.kr/88589,네이버
132,성일종 “주 최대 69시간 근무제 논란? 20∼30대도 좋아해”…MZ 노조 “시기상조”,2023.03.09,69시간근무제,http://www.segye.com/content/html/2023/03/09/20230309520033.html?OutUrl=naver,네이버
133,"김기현 ""주 69시간 너무 과도""…노동부장관 오해 살 방향으로 설명 매우 유감""",2023.03.15,69시간근무제,http://www.kwnews.co.kr/page/view/2023031513531744282,네이버
134,"伊 언론 '주최대 69시간제' 주목 ""한국, 세계적 추세와 거꾸로""",2023.03.15,69시간근무제,https://www.yna.co.kr/view/AKR20230314166500109?input=1195m,네이버
135,"한경연 ""주52시간 근무제, 고용 증가없이 경영 성과만 악화""",2023.03.15,69시간근무제,http://www.kwnews.co.kr/page/view/2023031507514602705,네이버
136,"""주 69시간 근무제 개편 상관없이 伊기업 '워라벨' 존중""",2023.03.08,69시간근무제,https://www.hankyung.com/economy/article/202303071813i,네이버
137,"[잇슈 키워드] “야근, 병원, 기절”…‘주 69시간’ 하면 이렇게 된다?",2023.03.28,69시간근무제,https://news.kbs.co.kr/news/view.do?ncd=7636580&ref=A,네이버
138,"'주 69시간' 개편안 제동‥""MZ 세대 의견 들어라""",2023.03.15,69시간근무제,https://imnews.imbc.com/replay/2023/nwtoday/article/6464067_36207.html,네이버
139,[포토] ‘주 69시간 근무제’ 관련 질의 받는 이정식 장관,2023.03.21,69시간근무제,https://www.mk.co.kr/article/10689923,네이버
140,尹 대선공약에서 시작한 근로시간 유연화…‘주69시간’ 벽에 부딪혀 좌초 위기,2023.03.25,69시간근무제,https://biz.chosun.com/topics/topics_social/2023/03/25/KWAKDIHN6RHQZFD33BBRA7IASM/?utm_source=naver&utm_medium=original&utm_campaign=biz,네이버
141,"[속보] 김대기 “주 69시간 근무제, ‘극단적 프레임’ 씌워져…진의 전달 안 돼”",2023.03.19,69시간근무제,http://www.dt.co.kr/contents.html?article_no=2023031902109958079008&ref=naver,네이버
142,“노예처럼 일할 수 있게 해줄게?”…서울대생 ‘주 최대 69시간 근무제’에 직격탄,2023.03.14,69시간근무제,http://www.segye.com/content/html/2023/03/14/20230314516992.html?OutUrl=naver,네이버
143,"주60시간도 길다, 지금도 아픈 사람이 너무 많다",2023.03.26,69시간근무제,https://www.hani.co.kr/arti/society/labor/1085147.html,네이버
144,외신도 주목한 ‘주 최대 69시간 근무’… ‘Kwarosa’(과로사) 소개도,2023.03.15,69시간근무제,http://www.segye.com/content/html/2023/03/15/20230315504296.html?OutUrl=naver,네이버
145,[쇼맥] 주69시간 근무제 논란 확산…쟁점과 전망은?,2023.03.21,69시간근무제,https://news.kbs.co.kr/news/view.do?ncd=7631342&ref=A,네이버
146,'주 69시간' 앞두고 … 62시간 연속 근무하다 사망한 40대 경비노동자,2023.03.13,69시간근무제,https://hankookilbo.com/News/Read/A2023031315570001267?did=NA,네이버
147,"'한일회담'부터 '69시간 근로'까지…여야, 상임위 곳곳 충돌(종합2보)",2023.03.21,69시간근무제,https://www.news1.kr/articles/4989189,네이버
148,[쇼맥] 주69시간 근무제 논란 확산…쟁점과 전망은?,2023.03.20,69시간근무제,https://news.kbs.co.kr/news/view.do?ncd=7630699&ref=A,네이버
149,"""세계는 주4일 한다는데, 한국은 거꾸로""…외신도 놀란 주69시간",2023.03.15,69시간근무제,https://www.joongang.co.kr/article/25147326,네이버
150,"'MZ노조' 대표 ""52시간 초과 노동? 노동자 주장 아니다""",2023.03.16,69시간근무제,https://www.pressian.com/pages/articles/2023031611473028317?utm_source=naver&utm_medium=search,네이버
151,"주 69시간 근무제, 시작도 끝도 ‘MZ세대’... “청년팔이 그만”",2023.03.14,69시간근무제,https://hankookilbo.com/News/Read/A2023031416100004843?did=NA,네이버
152,尹 “주60시간 이상 연장근로는 무리”…野 “총체적 난국”,2023.03.16,69시간근무제,https://news.kbs.co.kr/news/view.do?ncd=7628072&ref=A,네이버
153,尹 지지율 35%로 2%p 하락…주 최대 69시간 근로 ‘반대’ 54% [NBS],2023.03.17,69시간근무제,http://www.segye.com/content/html/2023/03/16/20230316516523.html?OutUrl=naver,네이버
154,"주 최대 69시간 근무제 재검토 지시…""MZ 의견 들어라""",2023.03.15,69시간근무제,https://news.sbs.co.kr/news/endPage.do?news_id=N1007114682&plink=ORI&cooper=NAVER,네이버
155,"외신 ""尹정부 週 69시간 근로 개편안, 저출산국에 타격""",2023.03.13,69시간근무제,http://www.newsis.com/view/?id=NISX20230313_0002224001&cID=10101&pID=10100,네이버
156,"김기현 체제, 첫 고위당정...한일 정상회담 평가 신경전",2023.03.19,69시간근무제,https://www.ytn.co.kr/_ln/0101_202303192245272441,네이버
157,‘주 최대 69시간 근무’ 두발 물러선 정부...“정책이 흥정이냐” [18초 토론],2023.03.18,69시간근무제,http://www.segye.com/content/html/2023/03/17/20230317509793.html?OutUrl=naver,네이버
158,윤석열정부 3연타 헛발질 책임론,2023.03.27,69시간근무제,https://www.ilyosisa.co.kr/news/article.html?no=238797,네이버
159,"尹, 주69시간 근무제 보완 지시… 與, 16일 긴급토론회 ""MZ 이야기 듣겠다""",2023.03.14,69시간근무제,http://news.mt.co.kr/mtview.php?no=2023031414234874386,네이버
160,"尹, '주69시간 근무제' 보완 지시… ""MZ세대 의견 청취하라""",2023.03.14,69시간근무제,http://moneys.mt.co.kr/news/mwView.php?no=2023031410335555103,네이버
161,"'한일회담'부터 '69시간 근로'까지…여야, 상임위 곳곳 충돌(종합2보)",2023.03.21,69시간근무제,https://www.news1.kr/articles/4989189,네이버
162,[쇼맥] 주69시간 근무제 논란 확산…쟁점과 전망은?,2023.03.20,69시간근무제,https://news.kbs.co.kr/news/view.do?ncd=7630699&ref=A,네이버
163,"""세계는 주4일 한다는데, 한국은 거꾸로""…외신도 놀란 주69시간",2023.03.15,69시간근무제,https://www.joongang.co.kr/article/25147326,네이버
164,"'MZ노조' 대표 ""52시간 초과 노동? 노동자 주장 아니다""",2023.03.16,69시간근무제,https://www.pressian.com/pages/articles/2023031611473028317?utm_source=naver&utm_medium=search,네이버
165,"박홍근 ""주69시간, 어떤 MZ가 찬성하나…총체적 난국""",2023.03.16,69시간근무제,http://www.edaily.co.kr/news/newspath.asp?newsid=01843366635543976,네이버
166,"박홍근 ""尹 방일, 추억여행은 안 돼… 주 69시간은 총체적 난국""",2023.03.16,69시간근무제,http://www.daejonilbo.com/news/articleView.html?idxno=2052959,네이버
167,"주 69시간 근무제, 시작도 끝도 ‘MZ세대’... “청년팔이 그만”",2023.03.14,69시간근무제,https://hankookilbo.com/News/Read/A2023031416100004843?did=NA,네이버
168,尹 “주60시간 이상 연장근로는 무리”…野 “총체적 난국”,2023.03.16,69시간근무제,https://news.kbs.co.kr/news/view.do?ncd=7628072&ref=A,네이버
169,尹 지지율 35%로 2%p 하락…주 최대 69시간 근로 ‘반대’ 54% [NBS],2023.03.17,69시간근무제,http://www.segye.com/content/html/2023/03/16/20230316516523.html?OutUrl=naver,네이버
170,"'주 38시간 근무' 호주, 과로사 언급하며 한 노동개혁 언급",2023.03.14,69시간근무제,https://www.sedaily.com/NewsView/29N0XF5BKH,네이버
171,"주 최대 69시간 근무제 재검토 지시…""MZ 의견 들어라""",2023.03.15,69시간근무제,https://news.sbs.co.kr/news/endPage.do?news_id=N1007114682&plink=ORI&cooper=NAVER,네이버
172,"중기업계 ""근로시간 개편 절실하지만...최대 69시간 일괄 적용 안돼""",2023.03.23,69시간근무제,https://www.etoday.co.kr/news/view/2233649,네이버
173,"외신 ""尹정부 週 69시간 근로 개편안, 저출산국에 타격""",2023.03.13,69시간근무제,http://www.newsis.com/view/?id=NISX20230313_0002224001&cID=10101&pID=10100,네이버
174,"박홍근 “주 69시간제, 아무리 소통 강화해도 ‘살인 근무제’”",2023.03.16,69시간근무제,https://news.kbs.co.kr/news/view.do?ncd=7627907&ref=A,네이버
175,‘주 69시간 근무’ MZ세대에 직접 물었다…“문제는 휴가·보상제도”,2023.03.21,69시간근무제,https://www.seoul.co.kr/news/newsView.php?id=20230321500205&wlog_tag3=naver,네이버
176,‘주 69시간 근무’ MZ세대에 직접 물었다…“문제는 휴가·보상제도”,2023.03.21,69시간근무제,https://www.seoul.co.kr/news/newsView.php?id=20230321500205&wlog_tag3=naver,네이버
177,"김기현 체제, 첫 고위당정...한일 정상회담 평가 신경전",2023.03.19,69시간근무제,https://www.ytn.co.kr/_ln/0101_202303192245272441,네이버
178,‘주 최대 69시간 근무’ 두발 물러선 정부...“정책이 흥정이냐” [18초 토론],2023.03.18,69시간근무제,http://www.segye.com/content/html/2023/03/17/20230317509793.html?OutUrl=naver,네이버
179,윤석열정부 3연타 헛발질 책임론,2023.03.27,69시간근무제,https://www.ilyosisa.co.kr/news/article.html?no=238797,네이버
180,"尹, 주69시간 근무제 보완 지시… 與, 16일 긴급토론회 ""MZ 이야기 듣겠다""",2023.03.14,69시간근무제,http://news.mt.co.kr/mtview.php?no=2023031414234874386,네이버
181,“4일 근무 세계추세…韓 과거로” 외신이 본 ‘주 69시간’,2023.03.15,69시간근무제,https://news.kmib.co.kr/article/view.asp?arcid=0018053549&code=61121811&cp=nv,네이버
182,호주 ABC 방송 일하다 죽는 'kwarosa'(과로사) 표현 눈길,2023.03.14,69시간근무제,https://news.imaeil.com/page/view/2023031420394126914,네이버
183,주 69시간 맞불로 나온 '주 4일제' 통할까,2023.03.30,69시간근무제,http://www.labortoday.co.kr/news/articleView.html?idxno=214247,네이버
184,[팩트체크] 현재 주 69시간 일하는 회사는 없다?,2023.03.23,69시간근무제,https://www.newstof.com/news/articleView.html?idxno=20148,네이버
185,“장기휴가 비현실적” “공짜야근 우려”…‘주 69시간’ 손볼듯,2023.03.14,69시간근무제,https://www.donga.com/news/Society/article/all/20230314/118332048/1,네이버
186,"美 WP, 한국 '주 69시간 근무' 추진에 '청년층' 반발 조명",2023.03.18,69시간근무제,http://www.joseilbo.com/news/news_read.php?uid=481187&class=33&grp=,네이버
187,"전용기 vs 이정식 ""MZ가 69시간 근무 좋아한다는데 맞습니까?""",2023.03.24,69시간근무제,https://ilyo.co.kr/?ac=article_view&entry_id=449201,네이버
188,伊 언론 “서울이 반대로 가고 있다”…‘주 최대 69시간’ 근무제에 “세계 추세와 달라”,2023.03.15,69시간근무제,https://www.munhwa.com/news/view.html?no=2023031501039910226001,네이버
189,"""주 4.5일 근무제로""...민주당, 긴급토론회 연다",2023.03.29,69시간근무제,http://news.mt.co.kr/mtview.php?no=2023032817024723633,네이버
